date,price,sigma,r,regime_signal,portfolio_value,strategy,daily_pnl
2019-01-01,2.228430879316975,0.944283120646259,0.02,Normal,100000.0,SmartWheel(W90),0.0
2019-01-02,2.2284307861469626,0.944283120646259,0.02365000009536743,Normal,94467.9665375966,SmartWheel(W90),-5532.0334624034
2019-01-03,2.270733725020744,0.944283120646259,0.023550000190734863,Normal,93142.20426221596,SmartWheel(W90),-1325.7622753806354
2019-01-04,2.191780161821405,0.944283120646259,0.023580000400543213,Normal,96019.06302653263,SmartWheel(W90),2876.8587643166684
2019-01-05,2.2154399802809244,0.944283120646259,0.023580000400543213,Normal,99961.29022459104,SmartWheel(W90),3942.2271980584046
2019-01-06,2.328370237512953,0.944283120646259,0.023580000400543213,Normal,99707.64638485944,SmartWheel(W90),-253.6438397315942
2019-01-07,2.316611442397296,0.944283120646259,0.023529999256134033,Normal,94018.68807234426,SmartWheel(W90),-5688.958312515184
2019-01-08,2.319473890003371,0.944283120646259,0.024000000953674317,Normal,98213.46680451909,SmartWheel(W90),4194.778732174833
2019-01-09,2.3034657517266863,0.944283120646259,0.023900001049041747,Normal,95963.84865732673,SmartWheel(W90),-2249.618147192363
2019-01-10,2.076233128763096,0.944283120646259,0.02375,Normal,92061.47931125273,SmartWheel(W90),-3902.3693460740033
2019-01-11,2.0996508957323345,0.944283120646259,0.02369999885559082,Normal,97755.88238683269,SmartWheel(W90),5694.403075579961
2019-01-12,2.0865600974357963,0.9430322648467516,0.02369999885559082,Normal,94387.63171592608,SmartWheel(W90),-3368.2506709066074
2019-01-13,2.032768836960455,0.9281085420453622,0.02369999885559082,Normal,89495.08815254927,SmartWheel(W90),-4892.543563376807
2019-01-14,2.100534738061314,0.955809409283864,0.023599998950958254,Normal,94265.82677724355,SmartWheel(W90),4770.738624694277
2019-01-15,2.053715690022273,0.9557801694966596,0.023829998970031737,Normal,96991.76316091524,SmartWheel(W90),2725.936383671695
2019-01-16,2.064027009561786,0.8447385381891236,0.0236299991607666,Normal,97831.98181683054,SmartWheel(W90),840.2186559152906
2019-01-17,2.0980556326229607,0.8697157859420598,0.023550000190734863,Normal,98305.72643406093,SmartWheel(W90),473.74461723038985
2019-01-18,2.0597169245779408,0.8665949107600328,0.023480000495910643,Normal,92295.78755930063,SmartWheel(W90),-6009.938874760293
2019-01-19,2.105750792922864,0.902157113850008,0.023480000495910643,Normal,96639.3360970243,SmartWheel(W90),4343.548537723662
2019-01-20,2.0167793819474995,0.5662211160492513,0.023480000495910643,Normal,96975.80886252521,SmartWheel(W90),336.4727655009192
2019-01-21,2.0249769457607,0.5578713605006121,0.023480000495910643,Normal,99008.3737973648,SmartWheel(W90),2032.5649348395818
